Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40,No,Travel_Rarely,551,Sales,15,3,Life Sciences,1,2509,2,Male,45,1,2,Sales Executive,4,Divorced,8675,24512,1,Y,No,14,3,4,80,0,13,3,3,9,8,2,5
60,No,Travel_Rarely,952,Research & Development,19,3,Marketing,1,2511,3,Male,61,3,1,Research Scientist,4,Married,7154,21985,2,Y,Yes,12,3,1,80,0,20,6,3,13,5,2,9
20,No,Travel_Rarely,269,Research & Development,15,2,Medical,1,2513,2,Female,31,3,1,Research Scientist,1,Married,6512,16350,2,Y,Yes,17,3,2,80,0,16,0,3,12,6,5,6
37,No,Travel_Frequently,837,Research & Development,6,2,Marketing,1,2515,2,Male,87,3,1,Research Scientist,1,Divorced,7964,10233,3,Y,No,21,3,4,80,1,22,6,3,19,12,6,4
43,No,Travel_Rarely,330,Research & Development,2,3,Marketing,1,2517,2,Female,67,3,1,Research Scientist,3,Married,3302,14307,1,Y,No,20,3,4,80,0,6,4,3,3,2,1,1
38,No,Travel_Rarely,1061,Research & Development,7,5,Life Sciences,1,2519,1,Male,86,3,1,Laboratory Technician,4,Single,3572,19423,2,Y,Yes,16,3,2,80,0,7,3,3,2,2,1,2
36,Yes,Travel_Rarely,1404,Research & Development,14,1,Technical Degree,1,2521,4,Female,88,3,2,Manufacturing Director,3,Single,8055,2646,1,Y,No,11,3,3,80,1,9,2,2,5,3,1,2
25,No,Travel_Rarely,105,Sales,5,2,Life Sciences,1,2523,3,Male,86,3,2,Sales Executive,2,Divorced,9641,26284,2,Y,No,17,3,3,80,2,27,1,2,24,19,2,14
39,No,Travel_Rarely,363,Research & Development,21,4,Medical,1,2525,3,Female,96,3,1,Research Scientist,1,Married,3710,2606,2,Y,No,16,3,3,80,1,10,5,3,7,6,2,6
30,No,Travel_Rarely,1030,Research & Development,8,1,Medical,1,2527,3,Male,44,3,4,Manager,4,Married,16297,12332,3,Y,No,12,3,2,80,0,14,4,3,13,9,3,3
18,No,Travel_Rarely,152,Research & Development,5,4,Life Sciences,1,2529,3,Female,87,3,3,Research Director,4,Single,11549,12129,0,Y,No,21,3,2,80,0,18,6,1,13,10,4,8
48,No,Travel_Rarely,118,Research & Development,12,3,Human Resources,1,2531,1,Male,32,3,2,Manufacturing Director,1,Divorced,5512,7617,2,Y,No,11,3,3,80,0,6,1,2,5,2,0,2
46,No,Travel_Rarely,364,Research & Development,7,3,Medical,1,2533,3,Female,87,3,4,Manager,1,Married,14479,25022,1,Y,Yes,14,3,4,80,0,5,3,2,3,2,0,1
37,No,Travel_Frequently,1284,Research & Development,6,2,Life Sciences,1,2535,1,Female,56,3,1,Laboratory Technician,3,Married,4883,14184,2,Y,No,11,3,4,80,3,14,4,3,6,5,2,2
39,No,Travel_Rarely,905,Research & Development,29,2,Technical Degree,1,2537,2,Male,44,3,4,Manager,3,Single,17876,26522,2,Y,No,21,3,1,80,0,16,3,2,11,7,2,8
47,No,Travel_Rarely,259,Research & Development,5,2,Medical,1,2539,3,Female,89,3,1,Research Scientist,4,Divorced,10299,2455,2,Y,Yes,11,3,4,80,0,36,5,2,31,27,3,14
39,No,Travel_Frequently,1146,Sales,6,4,Medical,1,2541,3,Male,32,3,2,Sales Executive,4,Divorced,9673,23580,2,Y,Yes,14,3,2,80,0,12,1,3,9,8,1,2
45,No,Travel_Rarely,1285,Sales,13,4,Medical,1,2543,3,Male,57,3,2,Sales Executive,3,Divorced,8740,22793,0,Y,Yes,20,3,3,80,2,10,3,3,9,8,3,2
34,No,Travel_Rarely,1466,Sales,21,3,Marketing,1,2545,3,Male,76,3,2,Sales Executive,1,Married,4896,14639,4,Y,Yes,13,3,4,80,0,6,2,3,4,2,0,1
49,No,Travel_Rarely,1041,Research & Development,12,4,Life Sciences,1,2547,1,Male,94,3,1,Research Scientist,3,Married,5343,2922,1,Y,No,12,3,3,80,1,15,2,3,9,4,2,7
40,Yes,Travel_Rarely,484,Research & Development,9,2,Life Sciences,1,2549,2,Female,82,3,1,Laboratory Technician,4,Single,3582,6057,2,Y,Yes,12,3,2,80,1,6,4,2,2,1,0,1
39,No,Travel_Rarely,1130,Research & Development,29,3,Medical,1,2551,1,Female,49,3,2,Manufacturing Director,4,Divorced,7025,23704,1,Y,Yes,14,3,1,80,2,8,6,4,6,6,1,5
25,Yes,Travel_Rarely,974,Research & Development,6,3,Life Sciences,1,2553,3,Male,40,3,1,Laboratory Technician,4,Married,2857,16638,1,Y,No,14,3,3,80,0,6,2,3,3,1,1,2
40,No,Non-Travel,979,Human Resources,6,4,Medical,1,2555,4,Male,54,3,1,Human Resources,2,Married,5902,18710,2,Y,No,18,3,4,80,0,15,5,4,9,5,0,7
29,No,Travel_Frequently,635,Research & Development,5,2,Life Sciences,1,2557,2,Female,92,2,2,Healthcare Representative,4,Divorced,6865,2122,2,Y,No,13,3,4,80,1,10,3,4,7,4,3,3
31,No,Travel_Rarely,229,Research & Development,11,3,Life Sciences,1,2559,1,Female,33,1,1,Laboratory Technician,4,Married,5223,12417,2,Y,Yes,18,3,4,80,1,9,3,3,5,2,2,2
29,No,Travel_Rarely,1379,Research & Development,4,4,Life Sciences,1,2561,3,Male,83,3,1,Laboratory Technician,3,Married,4841,15613,0,Y,No,25,3,4,80,1,8,3,1,4,2,1,2
27,No,Travel_Rarely,349,Sales,3,3,Medical,1,2563,4,Female,89,4,4,Manager,2,Single,14010,23511,1,Y,No,20,3,4,80,1,13,2,3,6,2,2,3
56,No,Travel_Rarely,1013,Research & Development,6,1,Marketing,1,2565,3,Male,57,3,1,Research Scientist,4,Single,3994,10193,1,Y,No,17,4,4,80,1,8,3,2,5,3,2,3
49,No,Travel_Rarely,1462,Research & Development,2,3,Life Sciences,1,2567,1,Male,39,2,1,Research Scientist,3,Single,5032,19553,2,Y,No,22,3,1,80,2,15,4,3,10,9,4,2
54,No,Travel_Rarely,717,Research & Development,10,3,Medical,1,2569,4,Female,65,3,3,Research Director,1,Married,12854,12787,2,Y,No,25,4,4,80,2,21,6,3,16,12,3,13
26,No,Travel_Rarely,455,Research & Development,11,3,Life Sciences,1,2571,4,Male,62,3,1,Research Scientist,1,Single,5920,15911,0,Y,No,16,3,3,80,0,16,0,4,12,9,2,3
38,No,Travel_Rarely,411,Research & Development,13,4,Medical,1,2573,1,Male,88,3,1,Laboratory Technician,3,Single,5627,21062,1,Y,Yes,13,3,4,80,0,17,5,3,13,8,3,4
25,No,Non-Travel,131,Research & Development,15,3,Life Sciences,1,2575,4,Male,74,3,2,Healthcare Representative,3,Single,5422,25009,0,Y,No,21,3,1,80,1,3,1,3,1,1,0,1
31,No,Travel_Rarely,937,Research & Development,6,3,Medical,1,2577,3,Female,80,3,2,Manufacturing Director,1,Single,7682,3065,2,Y,No,20,3,4,80,0,11,6,3,8,7,3,2
29,No,Non-Travel,192,Research & Development,19,3,Medical,1,2579,2,Female,75,3,1,Research Scientist,4,Married,5945,19765,4,Y,No,11,3,4,80,0,11,4,3,9,8,3,2
48,No,Non-Travel,990,Research & Development,18,1,Technical Degree,1,2581,3,Male,42,2,1,Research Scientist,4,Married,6619,20058,1,Y,No,22,3,4,80,1,19,0,3,14,6,4,4
33,No,Travel_Rarely,133,Research & Development,3,2,Life Sciences,1,2583,4,Male,33,3,1,Research Scientist,4,Married,6370,4618,1,Y,No,14,3,4,80,3,18,4,3,15,13,6,4
47,No,Travel_Frequently,951,Research & Development,8,4,Marketing,1,2585,3,Male,71,3,1,Laboratory Technician,2,Married,7478,25219,2,Y,No,13,4,2,80,0,18,6,4,18,9,8,7
42,No,Travel_Rarely,1412,Sales,1,3,Medical,1,2587,1,Male,56,3,2,Sales Executive,3,Single,5314,20121,1,Y,No,14,4,3,80,1,12,2,3,5,3,0,2
58,No,Travel_Rarely,1070,Sales,19,1,Technical Degree,1,2589,4,Male,37,2,2,Sales Executive,1,Divorced,7181,24748,1,Y,No,13,3,2,80,0,8,1,3,6,3,2,3
23,No,Travel_Rarely,1467,Research & Development,15,2,Life Sciences,1,2591,1,Female,75,3,4,Manager,2,Single,11714,4096,3,Y,No,15,4,2,80,1,5,0,3,0,0,0,0
48,Yes,Travel_Rarely,708,Research & Development,23,3,Life Sciences,1,2593,3,Male,37,3,1,Laboratory Technician,3,Divorced,3489,2951,4,Y,No,16,3,2,80,0,6,6,3,3,2,1,2
47,No,Travel_Rarely,607,Research & Development,2,4,Technical Degree,1,2595,3,Male,55,3,1,Research Scientist,4,Married,4682,26935,1,Y,No,14,3,2,80,0,14,6,3,10,4,4,6
28,No,Travel_Rarely,412,Research & Development,12,4,Life Sciences,1,2597,1,Male,30,3,1,Laboratory Technician,3,Married,4164,9621,2,Y,No,14,3,3,80,2,11,2,3,9,7,3,3
46,No,Travel_Rarely,1043,Sales,6,2,Life Sciences,1,2599,1,Male,90,1,4,Manager,1,Married,14503,19135,4,Y,No,18,3,4,80,3,17,2,3,10,6,3,3
40,Yes,Travel_Rarely,1327,Research & Development,1,4,Life Sciences,1,2601,4,Female,68,4,1,Research Scientist,2,Married,7493,19023,1,Y,Yes,11,4,4,80,0,13,2,2,10,4,2,8
35,No,Travel_Rarely,1345,Sales,17,3,Technical Degree,1,2603,2,Male,38,3,2,Sales Executive,3,Married,6114,20249,3,Y,Yes,22,3,1,80,1,6,4,3,2,1,1,1
29,No,Travel_Rarely,131,Research & Development,3,3,Life Sciences,1,2605,3,Male,56,3,2,Healthcare Representative,4,Single,10239,26349,2,Y,No,18,4,1,80,1,19,4,4,16,11,4,4
30,No,Travel_Rarely,736,Research & Development,11,3,Technical Degree,1,2607,3,Male,99,3,1,Laboratory Technician,4,Divorced,5275,10118,6,Y,No,18,4,2,80,0,12,5,1,7,3,1,6
56,No,Travel_Rarely,719,Sales,5,2,Medical,1,2609,3,Male,49,3,1,Sales Representative,1,Married,6040,25579,1,Y,No,14,3,2,80,0,10,3,3,9,4,2,6
37,No,Travel_Rarely,822,Sales,10,4,Life Sciences,1,2611,3,Male,94,3,2,Sales Executive,1,Married,9104,20524,2,Y,No,23,3,1,80,1,18,2,3,13,12,1,4
44,No,Travel_Rarely,1099,Sales,16,2,Life Sciences,1,2613,2,Male,45,3,2,Sales Executive,1,Single,13237,21122,1,Y,Yes,11,3,2,80,0,27,3,3,25,22,6,21
30,No,Travel_Frequently,101,Sales,10,2,Life Sciences,1,2615,2,Male,97,2,2,Sales Executive,4,Married,8895,15795,3,Y,Yes,11,3,3,80,0,17,1,3,13,6,4,6
30,Yes,Travel_Rarely,1110,Research & Development,4,4,Medical,1,2617,4,Male,96,3,1,Laboratory Technician,1,Divorced,2328,8682,1,Y,Yes,19,3,3,80,3,5,1,3,4,3,0,3
47,No,Travel_Rarely,1306,Sales,29,3,Medical,1,2619,3,Male,51,2,2,Sales Executive,1,Single,11908,25166,0,Y,Yes,18,3,3,80,0,31,2,3,28,16,10,7
25,Yes,Travel_Rarely,1182,Research & Development,7,4,Medical,1,2621,2,Male,85,1,1,Research Scientist,3,Divorced,3793,23811,2,Y,Yes,13,3,2,80,0,13,1,2,8,5,0,2
33,No,Travel_Frequently,1412,Sales,5,3,Life Sciences,1,2623,4,Female,86,3,4,Manager,2,Married,13495,26993,1,Y,No,16,4,4,80,2,12,1,4,8,5,2,5
37,No,Travel_Rarely,195,Research & Development,8,3,Medical,1,2625,3,Male,83,3,4,Manager,1,Single,17623,3951,2,Y,No,15,3,4,80,0,20,5,3,19,7,5,4
38,Yes,Travel_Rarely,604,Sales,2,4,Technical Degree,1,2627,1,Male,37,3,4,Manager,2,Single,11863,14587,6,Y,Yes,15,3,2,80,1,9,5,3,3,2,1,1
35,Yes,Travel_Rarely,310,Research & Development,5,1,Medical,1,2629,4,Male,36,2,2,Healthcare Representative,2,Single,8243,8019,3,Y,No,16,3,1,80,0,15,2,3,11,5,4,8
41,No,Travel_Rarely,882,Research & Development,7,4,Marketing,1,2631,3,Male,30,3,1,Research Scientist,3,Married,4812,18943,1,Y,No,25,3,2,80,2,17,4,1,14,9,3,4
43,No,Travel_Rarely,1092,Research & Development,10,2,Life Sciences,1,2633,1,Female,83,3,4,Manager,4,Married,14747,17713,2,Y,No,25,3,1,80,0,12,3,4,8,7,0,6
44,Yes,Travel_Rarely,1152,Sales,9,4,Technical Degree,1,2635,2,Male,41,2,2,Sales Executive,1,Single,9639,10975,1,Y,Yes,25,3,3,80,0,21,5,3,14,13,4,7
28,No,Non-Travel,1326,Research & Development,12,2,Life Sciences,1,2637,3,Female,43,3,4,Manager,2,Single,17612,5771,2,Y,No,16,3,1,80,0,28,1,2,24,22,6,18
34,No,Travel_Rarely,211,Research & Development,8,3,Life Sciences,1,2639,3,Male,48,3,4,Manager,4,Divorced,12386,8958,4,Y,No,13,3,3,80,1,7,1,4,2,2,0,1
48,No,Travel_Rarely,1488,Research & Development,18,4,Technical Degree,1,2641,2,Male,48,2,2,Manufacturing Director,4,Single,6493,14814,4,Y,Yes,16,3,2,80,1,8,4,3,4,1,0,2
45,No,Travel_Frequently,1246,Research & Development,14,3,Human Resources,1,2643,2,Female,57,3,4,Manager,3,Single,13952,8647,2,Y,No,17,3,4,80,0,4,2,3,1,1,0,0
24,Yes,Travel_Rarely,402,Sales,11,4,Medical,1,2645,2,Male,44,3,1,Sales Representative,4,Married,3893,15495,3,Y,Yes,13,3,1,80,0,8,5,3,3,2,0,2
40,No,Travel_Frequently,796,Research & Development,20,4,Life Sciences,1,2647,3,Male,92,3,1,Research Scientist,1,Single,4676,26794,1,Y,No,17,3,3,80,0,9,4,2,7,6,1,3
19,Yes,Travel_Rarely,960,Human Resources,20,4,Life Sciences,1,2649,1,Male,52,2,1,Human Resources,4,Single,3452,10079,0,Y,No,17,3,1,80,3,10,2,3,6,5,1,2
37,No,Travel_Frequently,354,Research & Development,9,4,Medical,1,2651,1,Female,72,3,1,Laboratory Technician,4,Divorced,3889,20560,1,Y,Yes,21,3,1,80,0,7,5,2,5,3,1,1
54,No,Travel_Rarely,1352,Research & Development,6,3,Technical Degree,1,2653,3,Male,39,3,1,Research Scientist,3,Divorced,8211,15976,1,Y,No,13,4,4,80,1,25,3,3,19,12,3,5
28,No,Travel_Frequently,1464,Sales,10,2,Life Sciences,1,2655,3,Female,65,3,1,Sales Representative,3,Married,7080,17679,3,Y,No,17,3,3,80,1,22,1,3,19,10,8,8
29,No,Travel_Frequently,1026,Sales,8,1,Marketing,1,2657,3,Male,92,2,4,Manager,1,Divorced,17993,14891,1,Y,No,15,3,1,80,1,24,2,3,22,12,5,15
44,No,Travel_Rarely,441,Research & Development,6,2,Life Sciences,1,2659,2,Female,78,3,1,Research Scientist,3,Married,4916,23034,2,Y,No,12,3,3,80,1,11,2,3,9,8,2,3
23,No,Travel_Rarely,855,Research & Development,10,2,Marketing,1,2661,2,Male,43,3,2,Healthcare Representative,3,Married,11788,19327,5,Y,No,13,3,3,80,0,40,0,2,33,29,1,13
31,No,Travel_Rarely,1461,Sales,11,3,Technical Degree,1,2663,2,Female,63,2,4,Manager,3,Single,17407,11283,5,Y,No,11,3,3,80,1,15,2,3,12,6,3,9
42,No,Non-Travel,357,Research & Development,13,2,Medical,1,2665,4,Male,68,3,3,Research Director,1,Married,12256,13533,4,Y,No,13,3,3,80,0,15,1,3,11,6,3,7
31,No,Travel_Rarely,1183,Human Resources,22,1,Life Sciences,1,2667,3,Female,61,3,4,Manager,3,Single,15635,3743,0,Y,Yes,11,3,4,80,1,14,0,3,11,5,3,9
35,No,Travel_Rarely,1081,Human Resources,10,1,Marketing,1,2669,2,Male,51,1,1,Human Resources,3,Married,5617,5982,1,Y,No,22,3,2,80,0,17,2,2,12,11,5,10
44,No,Travel_Rarely,328,Research & Development,8,4,Medical,1,2671,2,Male,64,3,4,Manager,2,Married,15760,22193,5,Y,No,12,3,3,80,0,8,6,3,6,5,2,1
41,No,Travel_Rarely,1463,Research & Development,16,3,Medical,1,2673,3,Male,52,3,2,Manufacturing Director,2,Single,7958,3680,3,Y,No,19,3,2,80,0,14,1,4,13,9,5,11
39,No,Travel_Rarely,531,Sales,4,3,Medical,1,2675,3,Male,54,2,2,Sales Executive,2,Single,10348,18475,1,Y,No,21,4,4,80,2,23,4,3,18,14,0,4
34,No,Non-Travel,217,Research & Development,2,4,Life Sciences,1,2677,3,Male,98,4,1,Laboratory Technician,4,Divorced,3584,6019,1,Y,Yes,15,3,4,80,1,12,6,4,2,2,0,2
40,No,Travel_Rarely,999,Research & Development,12,1,Technical Degree,1,2679,4,Female,35,3,2,Manufacturing Director,3,Single,7764,7769,1,Y,No,11,4,4,80,0,14,3,3,10,5,1,6
36,Yes,Travel_Frequently,125,Research & Development,7,5,Life Sciences,1,2681,3,Female,89,2,1,Research Scientist,4,Single,3110,11710,1,Y,Yes,16,3,4,80,0,5,3,3,1,1,0,1
41,No,Travel_Rarely,439,Research & Development,7,3,Technical Degree,1,2683,3,Male,35,3,1,Laboratory Technician,2,Married,7910,22993,3,Y,No,13,3,4,80,0,24,6,3,16,11,3,11
32,No,Travel_Rarely,270,Sales,4,2,Life Sciences,1,2685,4,Female,48,3,4,Manager,4,Married,13496,10630,2,Y,No,12,3,4,80,0,16,6,2,10,4,3,8
35,No,Travel_Rarely,1376,Sales,19,3,Marketing,1,2687,3,Male,48,3,2,Sales Executive,4,Married,8984,8774,2,Y,No,16,3,4,80,1,9,4,3,8,5,1,5
28,No,Travel_Rarely,631,Sales,2,4,Life Sciences,1,2689,3,Male,41,3,1,Sales Representative,3,Single,4161,7316,1,Y,No,14,3,4,80,1,4,3,3,1,1,0,0
37,No,Non-Travel,448,Research & Development,13,3,Life Sciences,1,2691,4,Female,42,3,2,Manufacturing Director,1,Single,6889,23858,3,Y,No,18,3,1,80,1,7,5,2,5,3,1,1
30,No,Travel_Frequently,1427,Research & Development,8,4,Life Sciences,1,2693,2,Female,79,3,1,Laboratory Technician,2,Married,4157,9381,2,Y,No,16,3,3,80,2,10,2,1,6,5,0,4
27,No,Travel_Rarely,476,Research & Development,23,2,Marketing,1,2695,2,Female,96,3,1,Research Scientist,4,Single,6516,11322,2,Y,No,19,3,4,80,0,17,1,2,16,14,1,5
39,Yes,Travel_Rarely,1474,Human Resources,17,2,Medical,1,2697,4,Male,60,3,1,Human Resources,2,Single,5161,25759,1,Y,Yes,11,3,4,80,2,8,2,3,7,6,1,5
39,Yes,Travel_Rarely,250,Research & Development,3,1,Technical Degree,1,2699,3,Female,52,3,1,Research Scientist,2,Married,5836,10820,0,Y,Yes,13,3,4,80,1,7,3,2,7,5,0,4
44,No,Non-Travel,928,Sales,14,2,Life Sciences,1,2701,4,Male,99,3,4,Manager,1,Married,16896,21400,3,Y,No,16,3,4,80,1,20,3,2,15,10,5,7
33,No,Travel_Frequently,329,Research & Development,12,2,Medical,1,2703,1,Male,87,3,1,Research Scientist,4,Divorced,9725,9075,4,Y,No,21,3,4,80,2,32,4,3,29,15,5,17
41,No,Travel_Frequently,435,Research & Development,8,4,Marketing,1,2705,3,Male,96,3,1,Laboratory Technician,2,Single,4999,5080,2,Y,No,19,3,3,80,2,10,1,4,8,5,0,6
42,No,Travel_Rarely,374,Sales,13,1,Life Sciences,1,2707,1,Female,39,2,2,Sales Executive,2,Divorced,8791,6237,1,Y,Yes,17,3,1,80,2,24,5,3,21,11,3,17
41,No,Travel_Rarely,814,Research & Development,5,3,Life Sciences,1,2709,3,Female,97,3,1,Research Scientist,3,Married,7001,24345,2,Y,No,16,3,1,80,0,26,0,3,24,22,10,9
29,Yes,Travel_Rarely,1327,Sales,9,3,Medical,1,2711,1,Female,73,3,4,Manager,3,Divorced,14365,14047,2,Y,No,17,3,3,80,0,6,2,4,2,2,0,2
38,No,Travel_Rarely,1351,Sales,8,4,Life Sciences,1,2713,1,Male,99,3,4,Manager,3,Married,14375,5752,3,Y,No,12,3,3,80,2,9,4,3,4,2,2,3
40,No,Travel_Rarely,1392,Research & Development,4,5,Life Sciences,1,2715,1,Male,37,3,1,Research Scientist,3,Married,12305,18066,0,Y,No,16,3,3,80,0,40,4,3,38,32,9,28
37,No,Travel_Rarely,997,Research & Development,7,4,Medical,1,2717,3,Male,57,2,1,Laboratory Technician,4,Divorced,7183,21867,2,Y,No,15,3,3,80,1,18,1,3,15,12,6,12
18,Yes,Travel_Rarely,1302,Research & Development,6,4,Life Sciences,1,2719,2,Male,84,3,1,Research Scientist,4,Married,4082,13357,2,Y,No,14,3,4,80,1,5,3,3,3,3,0,2
38,No,Travel_Frequently,356,Sales,11,4,Medical,1,2721,1,Male,96,3,1,Sales Representative,4,Single,8792,19307,2,Y,Yes,21,3,2,80,1,23,3,2,22,14,3,5
57,No,Travel_Frequently,780,Research & Development,20,4,Technical Degree,1,2723,2,Female,68,3,2,Manufacturing Director,1,Married,11005,11557,2,Y,No,19,3,4,80,0,30,5,3,26,20,8,15
34,No,Travel_Rarely,1131,Research & Development,3,4,Medical,1,2725,1,Male,62,2,1,Research Scientist,4,Single,5600,16623,3,Y,No,11,4,4,80,1,13,0,3,9,6,4,6
30,Yes,Travel_Rarely,435,Research & Development,11,1,Medical,1,2727,4,Male,58,3,1,Research Scientist,1,Divorced,6538,9859,2,Y,No,25,3,3,80,2,16,5,3,14,5,5,11
40,No,Travel_Rarely,1163,Sales,6,3,Life Sciences,1,2729,2,Male,46,3,2,Sales Executive,1,Married,9411,16233,1,Y,No,13,3,3,80,1,14,5,3,11,4,3,6
40,No,Travel_Frequently,1034,Research & Development,16,3,Technical Degree,1,2731,2,Male,66,2,3,Research Director,4,Single,10242,17262,1,Y,Yes,12,3,4,80,1,22,5,3,20,8,1,14
48,No,Travel_Frequently,1079,Sales,11,3,Life Sciences,1,2733,4,Male,35,3,4,Manager,4,Married,16251,3555,3,Y,Yes,22,3,4,80,1,9,2,3,4,2,1,3
25,Yes,Travel_Frequently,986,Sales,2,2,Medical,1,2735,3,Female,75,4,2,Sales Executive,3,Single,7658,16163,2,Y,No,15,3,2,80,0,9,6,3,6,3,0,2
44,No,Travel_Frequently,429,Research & Development,10,3,Human Resources,1,2737,3,Female,43,3,2,Manufacturing Director,4,Married,9611,7060,1,Y,No,19,3,1,80,0,23,2,4,16,13,2,5
42,No,Travel_Rarely,342,Research & Development,8,4,Medical,1,2739,3,Female,66,3,1,Laboratory Technician,4,Married,5893,22011,2,Y,No,13,3,2,80,1,22,4,3,16,12,2,11
36,No,Travel_Rarely,264,Human Resources,3,1,Medical,1,2741,4,Male,58,3,1,Human Resources,3,Married,6178,22465,2,Y,No,20,4,1,80,0,17,0,3,15,14,3,5
40,No,Travel_Rarely,1058,Research & Development,6,4,Medical,1,2743,2,Male,78,3,2,Manufacturing Director,3,Married,8752,7819,3,Y,No,20,3,2,80,0,15,1,3,12,6,5,4
46,No,Travel_Rarely,579,Sales,9,4,Life Sciences,1,2745,4,Male,31,1,4,Manager,4,Divorced,18653,4017,1,Y,Yes,15,3,2,80,2,24,3,3,18,16,1,11
45,No,Travel_Frequently,382,Research & Development,6,4,Marketing,1,2747,4,Female,99,2,4,Manager,2,Married,19388,22574,4,Y,No,18,3,3,80,1,29,0,3,22,16,3,16
26,No,Travel_Rarely,1218,Research & Development,17,4,Life Sciences,1,2749,3,Female,99,2,1,Laboratory Technician,1,Married,7947,26937,2,Y,No,23,3,4,80,2,23,5,2,20,13,2,12
44,Yes,Travel_Rarely,1254,Sales,8,4,Medical,1,2751,3,Male,94,1,2,Sales Executive,4,Married,7838,26198,6,Y,Yes,15,3,3,80,0,10,6,4,6,5,1,5
36,No,Travel_Rarely,1034,Research & Development,5,3,Life Sciences,1,2753,3,Male,75,3,2,Manufacturing Director,2,Married,7679,7725,1,Y,No,15,3,4,80,1,13,4,2,8,6,1,3
38,No,Non-Travel,873,Research & Development,10,2,Technical Degree,1,2755,1,Male,92,3,1,Research Scientist,1,Single,4456,24069,1,Y,Yes,18,3,4,80,0,15,3,3,10,5,1,4
38,No,Travel_Rarely,308,Research & Development,11,3,Life Sciences,1,2757,2,Female,50,2,1,Laboratory Technician,2,Divorced,3566,22049,1,Y,No,14,3,4,80,0,9,3,3,5,4,2,3
36,No,Travel_Rarely,677,Research & Development,16,4,Medical,1,2759,4,Female,56,2,1,Research Scientist,2,Married,5328,3804,3,Y,Yes,23,3,3,80,3,9,2,3,6,5,1,4
48,No,Travel_Rarely,580,Research & Development,9,4,Medical,1,2761,3,Male,92,3,2,Manufacturing Director,4,Divorced,8536,18006,3,Y,No,11,3,2,80,0,16,2,3,9,9,0,5
36,Yes,Travel_Rarely,1103,Research & Development,10,4,Medical,1,2763,2,Male,52,2,1,Research Scientist,4,Single,4125,10861,2,Y,No,14,3,4,80,0,14,6,3,7,6,1,1
27,No,Travel_Rarely,463,Human Resources,13,2,Life Sciences,1,2765,3,Male,68,3,1,Human Resources,3,Married,3424,16846,2,Y,No,18,3,4,80,2,10,3,3,5,4,0,3
33,No,Travel_Rarely,522,Research & Development,4,3,Medical,1,2767,3,Male,87,1,3,Research Director,4,Single,11117,7908,2,Y,No,14,3,3,80,1,11,0,4,7,5,1,5
39,No,Travel_Rarely,312,Sales,15,3,Life Sciences,1,2769,1,Male,74,3,2,Sales Executive,4,Single,11234,19183,3,Y,No,13,3,1,80,3,29,4,3,26,24,3,10
48,Yes,Travel_Frequently,1292,Research & Development,3,1,Medical,1,2771,3,Male,43,3,1,Laboratory Technician,3,Single,8549,18516,2,Y,Yes,14,3,4,80,0,31,4,2,27,25,2,6
42,No,Travel_Rarely,1331,Sales,9,2,Life Sciences,1,2773,3,Female,51,3,2,Sales Executive,4,Divorced,7018,21817,3,Y,Yes,21,4,2,80,0,4,1,2,4,3,1,2
29,No,Travel_Rarely,998,Research & Development,9,2,Medical,1,2775,1,Female,46,3,1,Research Scientist,3,Married,4084,8492,3,Y,No,16,3,1,80,1,4,1,3,2,2,1,0
60,No,Non-Travel,620,Human Resources,9,4,Life Sciences,1,2777,4,Male,58,3,1,Human Resources,2,Divorced,4488,24062,2,Y,No,13,4,4,80,1,14,2,1,9,4,2,4
39,Yes,Travel_Rarely,1039,Research & Development,3,2,Other,1,2779,2,Female,67,2,1,Research Scientist,2,Single,3540,24308,2,Y,Yes,17,3,3,80,0,3,3,3,3,3,1,1
49,No,Travel_Rarely,118,Research & Development,1,2,Medical,1,2781,3,Male,60,4,2,Healthcare Representative,3,Single,7473,19451,2,Y,Yes,16,3,3,80,0,9,3,2,4,2,1,1
36,No,Travel_Frequently,1210,Research & Development,7,4,Life Sciences,1,2783,1,Male,87,3,1,Research Scientist,3,Single,7197,19685,5,Y,No,16,3,4,80,1,18,5,3,12,8,1,5
42,No,Travel_Rarely,629,Research & Development,11,3,Medical,1,2785,3,Male,46,3,4,Manager,3,Married,14713,24358,1,Y,Yes,14,3,3,80,1,11,3,3,6,4,1,2
45,Yes,Travel_Frequently,336,Research & Development,21,1,Technical Degree,1,2787,2,Male,52,3,1,Laboratory Technician,3,Divorced,7656,25788,0,Y,No,11,3,3,80,0,26,1,3,22,12,6,6
48,No,Travel_Rarely,1297,Research & Development,11,2,Life Sciences,1,2789,2,Male,49,3,1,Laboratory Technician,1,Single,3673,26841,2,Y,No,17,3,2,80,2,10,4,2,5,3,0,4
